recording_id,audio_path,folder_name,label_id,duration_total_sec,split,clip_id,start_sec,duration_sec,audio_path_original
Cauca Guan_sound/Cauca Guan29,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan29.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan29__029,145.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan29.mp3
Cauca Guan_sound/Cauca Guan29,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan29.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan29__030,150.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan29.mp3
Cauca Guan_sound/Cauca Guan29,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan29.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan29__031,155.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan29.mp3
Cauca Guan_sound/Cauca Guan29,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan29.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan29__032,160.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan29.mp3
Cauca Guan_sound/Cauca Guan29,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan29.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan29__033,165.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan29.mp3
Cauca Guan_sound/Cauca Guan29,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan29.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan29__034,170.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan29.mp3
Cauca Guan_sound/Cauca Guan29,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan29.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan29__035,175.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan29.mp3
Cauca Guan_sound/Cauca Guan29,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan29.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan29__036,180.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan29.mp3
Cauca Guan_sound/Cauca Guan29,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan29.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan29__037,185.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan29.mp3
Cauca Guan_sound/Cauca Guan29,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan29.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan29__038,190.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan29.mp3
Cauca Guan_sound/Cauca Guan29,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan29.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan29__039,195.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan29.mp3
Cauca Guan_sound/Cauca Guan29,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan29.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan29__040,200.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan29.mp3
Cauca Guan_sound/Cauca Guan29,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan29.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan29__041,205.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan29.mp3
Cauca Guan_sound/Cauca Guan29,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan29.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan29__042,210.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan29.mp3
Cauca Guan_sound/Cauca Guan29,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan29.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan29__043,215.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan29.mp3
Cauca Guan_sound/Cauca Guan29,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan29.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan29__044,220.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan29.mp3
Cauca Guan_sound/Cauca Guan29,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan29.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan29__045,225.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan29.mp3
Cauca Guan_sound/Cauca Guan29,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan29.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan29__046,230.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan29.mp3
Cauca Guan_sound/Cauca Guan29,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan29.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan29__047,235.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan29.mp3
Cauca Guan_sound/Cauca Guan29,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan29.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan29__048,240.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan29.mp3
Cauca Guan_sound/Cauca Guan29,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan29.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan29__049,245.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan29.mp3
Cauca Guan_sound/Cauca Guan29,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan29.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan29__050,250.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan29.mp3
Cauca Guan_sound/Cauca Guan29,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan29.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan29__051,255.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan29.mp3
Cauca Guan_sound/Cauca Guan29,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan29.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan29__052,260.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan29.mp3
Cauca Guan_sound/Cauca Guan29,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan29.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan29__053,265.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan29.mp3
Cauca Guan_sound/Cauca Guan29,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan29.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan29__054,270.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan29.mp3
Cauca Guan_sound/Cauca Guan29,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan29.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan29__055,275.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan29.mp3
Cauca Guan_sound/Cauca Guan29,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan29.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan29__056,280.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan29.mp3
Cauca Guan_sound/Cauca Guan3,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan3.wav,Cauca Guan_sound,19,105.46002267573697,train,Cauca Guan_sound/Cauca Guan3__000,0.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan3.mp3
Cauca Guan_sound/Cauca Guan3,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan3.wav,Cauca Guan_sound,19,105.46002267573697,train,Cauca Guan_sound/Cauca Guan3__001,5.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan3.mp3
Cauca Guan_sound/Cauca Guan3,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan3.wav,Cauca Guan_sound,19,105.46002267573697,train,Cauca Guan_sound/Cauca Guan3__002,10.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan3.mp3
Cauca Guan_sound/Cauca Guan3,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan3.wav,Cauca Guan_sound,19,105.46002267573697,train,Cauca Guan_sound/Cauca Guan3__003,15.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan3.mp3
Cauca Guan_sound/Cauca Guan3,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan3.wav,Cauca Guan_sound,19,105.46002267573697,train,Cauca Guan_sound/Cauca Guan3__004,20.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan3.mp3
Cauca Guan_sound/Cauca Guan3,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan3.wav,Cauca Guan_sound,19,105.46002267573697,train,Cauca Guan_sound/Cauca Guan3__005,25.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan3.mp3
Cauca Guan_sound/Cauca Guan3,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan3.wav,Cauca Guan_sound,19,105.46002267573697,train,Cauca Guan_sound/Cauca Guan3__006,30.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan3.mp3
Cauca Guan_sound/Cauca Guan3,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan3.wav,Cauca Guan_sound,19,105.46002267573697,train,Cauca Guan_sound/Cauca Guan3__007,35.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan3.mp3
Cauca Guan_sound/Cauca Guan3,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan3.wav,Cauca Guan_sound,19,105.46002267573697,train,Cauca Guan_sound/Cauca Guan3__008,40.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan3.mp3
Cauca Guan_sound/Cauca Guan3,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan3.wav,Cauca Guan_sound,19,105.46002267573697,train,Cauca Guan_sound/Cauca Guan3__009,45.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan3.mp3
Cauca Guan_sound/Cauca Guan3,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan3.wav,Cauca Guan_sound,19,105.46002267573697,train,Cauca Guan_sound/Cauca Guan3__010,50.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan3.mp3
Cauca Guan_sound/Cauca Guan3,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan3.wav,Cauca Guan_sound,19,105.46002267573697,train,Cauca Guan_sound/Cauca Guan3__011,55.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan3.mp3
Cauca Guan_sound/Cauca Guan3,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan3.wav,Cauca Guan_sound,19,105.46002267573697,train,Cauca Guan_sound/Cauca Guan3__012,60.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan3.mp3
Cauca Guan_sound/Cauca Guan3,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan3.wav,Cauca Guan_sound,19,105.46002267573697,train,Cauca Guan_sound/Cauca Guan3__013,65.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan3.mp3
Cauca Guan_sound/Cauca Guan3,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan3.wav,Cauca Guan_sound,19,105.46002267573697,train,Cauca Guan_sound/Cauca Guan3__014,70.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan3.mp3
Cauca Guan_sound/Cauca Guan3,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan3.wav,Cauca Guan_sound,19,105.46002267573697,train,Cauca Guan_sound/Cauca Guan3__015,75.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan3.mp3
Cauca Guan_sound/Cauca Guan3,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan3.wav,Cauca Guan_sound,19,105.46002267573697,train,Cauca Guan_sound/Cauca Guan3__016,80.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan3.mp3
Cauca Guan_sound/Cauca Guan3,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan3.wav,Cauca Guan_sound,19,105.46002267573697,train,Cauca Guan_sound/Cauca Guan3__017,85.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan3.mp3
Cauca Guan_sound/Cauca Guan3,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan3.wav,Cauca Guan_sound,19,105.46002267573697,train,Cauca Guan_sound/Cauca Guan3__018,90.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan3.mp3
Cauca Guan_sound/Cauca Guan3,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan3.wav,Cauca Guan_sound,19,105.46002267573697,train,Cauca Guan_sound/Cauca Guan3__019,95.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan3.mp3
Cauca Guan_sound/Cauca Guan3,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan3.wav,Cauca Guan_sound,19,105.46002267573697,train,Cauca Guan_sound/Cauca Guan3__020,100.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan3.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__000,0.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__001,5.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__002,10.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__003,15.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__004,20.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__005,25.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__006,30.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__007,35.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__008,40.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__009,45.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__010,50.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__011,55.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__012,60.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__013,65.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__014,70.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__015,75.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__016,80.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__017,85.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__018,90.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__019,95.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__020,100.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__021,105.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__022,110.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__023,115.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__024,120.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__025,125.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__026,130.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__027,135.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__028,140.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__029,145.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__030,150.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__031,155.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__032,160.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__033,165.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__034,170.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
Cauca Guan_sound/Cauca Guan30,D:\other\Bird\Code\data\kaggle_wav_cache\Cauca Guan_sound\Cauca Guan30.wav,Cauca Guan_sound,19,285.3109297052154,train,Cauca Guan_sound/Cauca Guan30__035,175.0,5.0,D:\other\Bird\Dataset\CC0\Cauca Guan_sound\Cauca Guan30.mp3
